"img href","img src","v5-item","price-offer","price-offer 2","price-tradein","price-tradein 2","price","price 2","specs","specs 2","specs 3","specs 4","specs 5","specs 6","specs 7","specs 8","promotion"
"https://hoanghamobile.com/laptop/laptop-dell-vostro-14-3430-71021669-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/01/17/dell-vostro-14-1430-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Dell Vostro 14 3430 (71021669)","Giá HSSV","17,290,000 ₫","Giá lên đời từ","14,790,000 ₫","17,790,000 ₫","19,990,000 ₫","i5 - 1335U","16GB","512GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.44kg","13"
"https://hoanghamobile.com/laptop/laptop-lenovo-loq-15irh8-82vx00qpvn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/01/23/82xv00qpvn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo LOQ 15IRH8 (82XV00QPVN)","Giá HSSV","17,990,000 ₫","Giá lên đời từ","15,490,000 ₫","18,490,000 ₫","","i5 - 12450H","16GB","512GB SSD","RTX 2050","15.6 inch","1920x1080","144Hz","2.4kg","13"
"https://hoanghamobile.com/laptop/laptop-gaming-asus-rog-strix-g15-g513ic-hn729w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/01/31/hn729w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming ASUS ROG Strix G15 G513IC-HN729W","Giá HSSV","17,990,000 ₫","Giá lên đời từ","15,490,000 ₫","18,490,000 ₫","25,999,000 ₫","R7 - 4800H","8GB","512GB SSD","RTX 3050","15.6 inch","1920x1080","144Hz","2.1kg","14"
"https://hoanghamobile.com/laptop/laptop-asus-gaming-tuf-a15-fx506nc-hn011w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/03/07/2021-asus-tuf-gaming-a15-fx506h.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS TUF Gaming A15 FA506NC-HN011W","","","","","Liên hệ","","R5 - 7535HS","8GB","512GB SSD","RTX 3050","15.6 inch","1920x1080","144Hz","2.3kg","9"
"https://hoanghamobile.com/laptop/laptop-asus-zenbook-14-oled-um3402ya-km405w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/01/18/asus-zenbook-14-oled-um3402-black-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Zenbook 14 OLED UM3402YA-KM405W","","","","","Liên hệ","","R5 - 7530U","16GB","512GB SSD","GPU tích hợp","14 inch","2880x1800","90Hz","1.39kg","9"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-14x-oled-k3405zf-km184w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/01/19/asus-vivobook-14x-oled-k3405-silver-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Vivobook 14X OLED K3405ZF-KM184W","Giá HSSV","19,390,000 ₫","Giá lên đời từ","16,890,000 ₫","19,890,000 ₫","25,990,000 ₫","i5 - 12500H","16GB","512GB SSD","RTX 2050","14 inch","2880x1800","90Hz","1.4kg","13"
"https://hoanghamobile.com/laptop/laptop-asus-gaming-tuf-a15-fa507nu-lp131w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/01/19/asus-tuf-gaming-a15-2023-fa507-jaeger-gray-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS TUF Gaming A15 FA507NU-LP131W","Giá HSSV","21,290,000 ₫","Giá lên đời từ","19,990,000 ₫","22,990,000 ₫","","R5 - 7535HS","16GB","1TB SSD","RTX 4050","15.6 inch","1920x1080","144Hz","2.20kg","14"
"https://hoanghamobile.com/laptop/laptop-lenovo-ideapad-3-14iau7-82rj000hvn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/01/23/82rj000hvn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo Ideapad 3 14IAU7 (82RJ000HVN)","Giá HSSV","7,970,500 ₫","Giá lên đời từ","5,390,000 ₫","8,390,000 ₫","12,990,000 ₫","i3 - 1215U","8GB","512GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.43kg","13"
"https://hoanghamobile.com/laptop/laptop-lenovo-thinkbook-14-g6-irl-21kg00bxvn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/01/23/21kg00bxvn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo ThinkBook 14 G6 IRL (21KG00BXVN)","","","","","Liên hệ","","i5 - 13500H","16GB","512GB SSD","GPU tích hợp","14 inch","1920x1200","60Hz","1.38kg","8"
"https://hoanghamobile.com/laptop/laptop-lenovo-loq-15iax9-83gs001rvn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/01/23/83gs001rvn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo LOQ 15IAX9 (83GS001RVN)","Giá HSSV","18,890,000 ₫","Giá lên đời từ","16,690,000 ₫","19,690,000 ₫","26,990,000 ₫","i5 - 12450HX","12GB","512GB SSD","RTX 3050","15.6 inch","1920x1080","144Hz","2.38kg","14"
"https://hoanghamobile.com/laptop/laptop-lenovo-ideapad-slim-5-14ilr8-82xd002vvn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/01/23/82xd002vvn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo Ideapad Slim 5 14ILR8 (82XD002VVN)","Giá HSSV","16,490,000 ₫","Giá lên đời từ","13,990,000 ₫","16,990,000 ₫","18,990,000 ₫","i5 - 13500H","16GB","512GB SSD","GPU tích hợp","14 inch","1920x1200","60Hz","1.46kg","12"
"https://hoanghamobile.com/laptop/laptop-hp-envy-x360-13-bf0114tu-7c0p0pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/01/03/7c0p0pa-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP ENVY x360 13-bf0114TU (7C0P0PA)","Giá HSSV","20,990,000 ₫","Giá lên đời từ","18,490,000 ₫","21,490,000 ₫","28,790,000 ₫","i5 - 1230U","8GB","512GB SSD","GPU tích hợp","13.3 inch","2880x1800","60Hz","1.34kg","13"
"https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-f15-fx507zu4-lp040w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/31/lp040w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS TUF Gaming F15 FX507ZU4-LP040W","Giá HSSV","24,890,000 ₫","Giá lên đời từ","22,390,000 ₫","25,390,000 ₫","31,990,000 ₫","i7 - 12700H","16GB","512GB SSD","RTX 4050","15.6 inch","1920x1080","144Hz","2.20kg","14"
"https://hoanghamobile.com/laptop/laptop-hp-15s-fq5231tu-8u241pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/12/22/hp-15s-silver-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP 15s-fq5231TU (8U241PA)","Giá HSSV","9,790,000 ₫","Giá lên đời từ","7,290,000 ₫","10,290,000 ₫","12,690,000 ₫","i3 - 1215U","8GB","256GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.69kg","14"
"https://hoanghamobile.com/laptop/laptop-hp-15s-fq5160tu-7c0s1pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/12/22/hp-15s-silver-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP 15s-fq5160TU (7C0S1PA)","Giá HSSV","15,690,000 ₫","Giá lên đời từ","13,190,000 ₫","16,190,000 ₫","19,990,000 ₫","i5 - 1235U","16GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.69kg","14"
"https://hoanghamobile.com/laptop/laptop-asus-gaming-tuf-f15-fx506hf-hn078w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/12/22/fx506hf-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS TUF Gaming F15 FX506HF-HN078W","Giá HSSV","15,950,000 ₫","Giá lên đời từ","13,650,000 ₫","16,650,000 ₫","20,990,000 ₫","i5 - 11260H","16GB","512GB SSD","RTX 2050","15.6 inch","1920x1080","144Hz","2.30kg","14"
"https://hoanghamobile.com/laptop/laptop-asus-zenbook-14-oled-ux3402va-km203w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/12/22/km203w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Zenbook 14 OLED UX3402VA-KM203W","Giá HSSV","21,990,000 ₫","Giá lên đời từ","19,490,000 ₫","22,490,000 ₫","27,990,000 ₫","i5 - 1340P","16GB","512GB SSD","GPU tích hợp","14 inch","2880x1800","90Hz","1.39kg","14"
"https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-f15-fx507vv-lp157w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/12/22/lp157w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS TUF Gaming F15 FX507VV-LP157W","Giá HSSV","28,990,000 ₫","Giá lên đời từ","27,490,000 ₫","30,490,000 ₫","37,490,000 ₫","i7 - 13620H","16GB","512GB SSD","RTX 4060","15.6 inch","1920x1080","144Hz","2.20kg","14"
"https://hoanghamobile.com/laptop/laptop-hp-14s-dq5122tu-8w356pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/12/22/hp-14s-silver-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP 14s-dq5122TU (8W356PA)","Giá HSSV","9,790,000 ₫","Giá lên đời từ","7,290,000 ₫","10,290,000 ₫","12,590,000 ₫","i3 - 1215U","8GB","256GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.46kg","14"
"https://hoanghamobile.com/laptop/laptop-hp-envy-x360-13-bf0090tu-76b13pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/12/22/hp-envy-x360-blue-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP ENVY x360 13-bf0090TU (76B13PA)","Giá HSSV","25,490,000 ₫","Giá lên đời từ","22,990,000 ₫","25,990,000 ₫","32,990,000 ₫","i7 - 1250U","16GB","512GB SSD","GPU tích hợp","13.3 inch","2880x1800","60Hz","1.34kg","13"
"https://hoanghamobile.com/laptop/laptop-hp-pavilion-15-eg2088tu-7c0r0pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/13/hp-pavilion-15-gold-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP Pavilion 15-eg2088TU (7C0R0PA)","Giá HSSV","21,390,000 ₫","Giá lên đời từ","18,890,000 ₫","21,890,000 ₫","25,290,000 ₫","i7 - 1260P","16GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.74kg","13"
"https://hoanghamobile.com/laptop/laptop-hp-pavilion-15-eg2081tu-7c0q4pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/13/hp-pavilion-15-gold-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP Pavilion 15-eg2081TU (7C0Q4PA)","Giá HSSV","17,990,000 ₫","Giá lên đời từ","15,490,000 ₫","18,490,000 ₫","20,990,000 ₫","i5 - 1240P","16GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.74kg","14"
"https://hoanghamobile.com/laptop/laptop-hp-pavilion-15-eg2083tu-7c0w9pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/12/20/7c0w9pa-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop HP Pavilion 15-eg2083TU (7C0W9PA)","Giá HSSV","14,890,000 ₫","Giá lên đời từ","13,390,000 ₫","16,390,000 ₫","19,490,000 ₫","i5 - 1240P","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.74kg","14"
"https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-f15-fx507zv4-lp042w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/09/29/fx507zv4-lp042w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS TUF Gaming F15 FX507ZV4-LP042W","Giá HSSV","26,990,000 ₫","Giá lên đời từ","24,490,000 ₫","27,490,000 ₫","37,490,000 ₫","i7 - 12700H","16GB","512GB SSD","RTX 4060","15.6 inch","1920x1080","144Hz","2.20kg","13"
"https://hoanghamobile.com/laptop/laptop-gaming-hp-victus-15-fa1155tx-952r1pa-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/01/31/hp-victus-15-black-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming HP Victus 15-fa1155TX (952R1PA)","Giá HSSV","16,990,000 ₫","Giá lên đời từ","14,490,000 ₫","17,490,000 ₫","23,490,000 ₫","i5 - 12450H","8GB","512GB SSD","RTX 2050","15.6 inch","1920x1080","144Hz","2.29kg","13"
"https://hoanghamobile.com/laptop/laptop-lenovo-loq-15irh8-82xv000pvn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2024/04/05/loq-15irh8-ct1-02.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo LOQ 15IRH8 - 82XV000PVN","Giá HSSV","21,490,000 ₫","Giá lên đời từ","18,990,000 ₫","21,990,000 ₫","31,990,000 ₫","i5 - 13420H","8GB","512GB SSD","RTX 4050","15.6 inch","1920x1080","144Hz","2.4kg","13"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-14-x1404va-nk125w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/12/x1404va-nk125w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Vivobook 14 X1404VA-NK125W","Giá HSSV","12,790,000 ₫","Giá lên đời từ","10,290,000 ₫","13,290,000 ₫","16,990,000 ₫","i5 -1335U","8GB","256GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.40kg","13"
"https://hoanghamobile.com/laptop/laptop-dell-xps-13-plus-9320-5cg56-i7-1260p-16gb-512gb-intel-iris-xe","https://cdn.hoanghamobile.com/Uploads/2022/11/09/image-removebg-preview-58.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Dell XPS 13 Plus 9320-5CG56","Giá HSSV","49,490,000 ₫","Giá lên đời từ","46,990,000 ₫","49,990,000 ₫","58,990,000 ₫","i7 - 1260P","16GB","512GB SSD","GPU tích hợp","13.4 inch","3456x2160","60Hz","1.26kg","13"
"https://hoanghamobile.com/laptop/laptop-msi-cyborg-15-a12ve-240vn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/24/a12ve-240vn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop MSI Cyborg 15 A12VE-240VN","Giá HSSV","19,890,000 ₫","Giá lên đời từ","19,390,000 ₫","22,390,000 ₫","27,490,000 ₫","i7 - 12650H","8GB","512GB SSD","RTX 4050","15.6 inch","1920x1080","144Hz","1.98kg","14"
"https://hoanghamobile.com/laptop/laptop-gaming-msi-gf63-12ucx-841vn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/24/msi-gf63-12u-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming MSI GF63 12UCX-841VN","Giá HSSV","13,990,000 ₫","Giá lên đời từ","11,990,000 ₫","14,990,000 ₫","17,990,000 ₫","i5 - 12450H","8GB","512GB SSD","RTX 2050","15.6 inch","1920x1080","144Hz","1.86kg","14"
"https://hoanghamobile.com/laptop/laptop-msi-modern-14-c7m-221vn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/24/msi-modern-14-c7m-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop MSI Modern 14 C7M-221VN","Giá HSSV","10,390,000 ₫","Giá lên đời từ","8,190,000 ₫","11,190,000 ₫","14,490,000 ₫","R7 - 7730U","8GB","512GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.4kg","15"
"https://hoanghamobile.com/lap-top/macbook-air-m2-13-6-2022-256gb-chinh-hang-apple-viet-nam","https://cdn.hoanghamobile.com/Uploads/2022/06/07/mac-air-m2-stalight-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Air M2 13.6"" (8GB/256GB) Apple Việt Nam","","","","","23,990,000 ₫","29,990,000 ₫","Apple - M2","8GB","256GB SSD","GPU tích hợp","13.6 inch","2560x1664","60Hz","1.24 kg","11"
"https://hoanghamobile.com/laptop/laptop-gaming-msi-thin-gf63-12uc-887vn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/24/msi-gf63-12u-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Gaming MSI Thin GF63 12UC-887VN","Giá HSSV","18,490,000 ₫","Giá lên đời từ","15,990,000 ₫","18,990,000 ₫","20,990,000 ₫","i7 - 12650H","8GB","512GB SSD","RTX 3050","15.6 inch","1920x1080","144Hz","1.86kg","14"
"https://hoanghamobile.com/pc/apple-imac-2021-m1-24-512gb-chinh-hang-apple-viet-nam","https://cdn.hoanghamobile.com/Uploads/2021/04/23/pink.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","iMac 24"" (M1/8‑core CPU/8‑core GPU/8GB/512GB) Apple Việt Nam","","","","","32,500,000 ₫","41,490,000 ₫","Apple - M1","8GB","512GB SSD","GPU tích hợp","24 inch","4480x2520","60Hz","4.48kg","11"
"https://hoanghamobile.com/pc/apple-imac-2021-m1-8-24-256gb-chinh-hang-apple-viet-nam","https://cdn.hoanghamobile.com/Uploads/2021/04/23/silver.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","iMac 24"" (M1/8‑core CPU/8‑core GPU/8GB/256GB) Apple Việt Nam","","","","","26,590,000 ₫","36,490,000 ₫","Apple - M1","8GB","256GB SSD","GPU tích hợp","24 inch","4480x2520","60Hz","4.48kg","11"
"https://hoanghamobile.com/laptop/laptop-lenovo-thinkbook-15-gen-4-21dj00cwvn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/09/26/21dj00cwvn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo ThinkBook 15 Gen 4 - 21DJ00CWVN","Giá HSSV","16,290,000 ₫","Giá lên đời từ","13,790,000 ₫","16,790,000 ₫","23,990,000 ₫","i7 - 1255U","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.7kg","13"
"https://hoanghamobile.com/lap-top/macbook-pro-16-2021-m1-max-32-core-gpu-1TB-chinh-hang-apple-vnam","https://cdn.hoanghamobile.com/Uploads/2021/10/19/gray-macbook-2021-3.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Pro 16"" (M1 Max/10-core CPU/32-core GPU/32GB/1TB)","","","","","69,990,000 ₫","","Apple - M1 Max","32GB","1TB SSD","GPU tích hợp","16 inch","3456x2234","120Hz","2.14kg","11"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-16-x1605va-mb105w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/27/vivobook-16-x1605v-product-photo-1s-cool-silver-black-keyboard-05-non-backlit-blackkeyboard.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Vivobook 16 X1605VA-MB105W","Giá HSSV","12,490,000 ₫","Giá lên đời từ","9,990,000 ₫","12,990,000 ₫","18,190,000 ₫","i5 - 1335U","8GB","512GB SSD","GPU tích hợp","16 inch","1920x1200","60Hz","1.88kg","13"
"https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-f15-fx507zc4-hn099w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/03/hn099w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS TUF Gaming F15 FX507ZC4-HN099W","Giá HSSV","19,990,000 ₫","Giá lên đời từ","17,490,000 ₫","20,490,000 ₫","27,990,000 ₫","i7 - 12700H","8GB","512GB SSD","RTX 3050","15.6 inch","1920x1080","144Hz","2.20kg","13"
"https://hoanghamobile.com/laptop/laptop-asus-zenbook-14-oled-ux3402va-km085w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/16/km085w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Zenbook 14 OLED UX3402VA-KM085W","Giá HSSV","20,490,000 ₫","Giá lên đời từ","17,990,000 ₫","20,990,000 ₫","27,990,000 ₫","i5 - 1340P","16GB","512GB SSD","GPU tích hợp","14 inch","2880x1800","90Hz","1.39kg","13"
"https://hoanghamobile.com/laptop/laptop-asus-gaming-tuf-f15-fx506hf-hn014w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/08/09/03-fx506p-l.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS TUF Gaming F15 FX506HF-HN014W","Giá HSSV","15,150,000 ₫","Giá lên đời từ","12,650,000 ₫","15,650,000 ₫","20,990,000 ₫","I5 - 11400H","8GB","512GB SSD","RTX 2050","15.6 inch","1920x1080","144Hz","2.3kg","12"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-15-oled-a1505va-l1114w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/08/17/a1505va-l1114w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Vivobook 15 OLED A1505VA-L1114W","Giá HSSV","16,490,000 ₫","Giá lên đời từ","14,390,000 ₫","17,390,000 ₫","20,990,000 ₫","i5 - 13500H","16GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.70kg","14"
"https://hoanghamobile.com/laptop/laptop-asus-tuf-gaming-f15-fx507zc4-hn074w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/08/25/hn074w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS TUF Gaming F15 FX507ZC4-HN074W","Giá HSSV","17,990,000 ₫","Giá lên đời từ","16,490,000 ₫","19,490,000 ₫","25,990,000 ₫","i5 - 12500H","8GB","512GB SSD","RTX 3050","15.6 inch","1920x1080","144Hz","2.20kg","14"
"https://hoanghamobile.com/lap-top/macbook-pro-14-2021-m1-pro-14-core-gpu-512gb-chinh-hang-apple-vn","https://cdn.hoanghamobile.com/Uploads/2023/02/10/s0.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","MacBook Pro 14"" (M1 Pro/8-core CPU/14-core GPU/16GB/512GB)","","","","","42,890,000 ₫","","Apple - M1 Pro","16GB","512GB SSD","GPU tích hợp","14 inch","3024x1964","120Hz","1.6 kg","11"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-go-e1404fa-nk177w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/08/23/nk177w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS VivoBook Go 14 E1404FA-NK177W","Giá HSSV","11,390,000 ₫","Giá lên đời từ","9,190,000 ₫","12,190,000 ₫","14,490,000 ₫","R5 - 7520U","16GB","512GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.38kg","14"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-14-oled-a1405va-km095w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/08/17/a1405va-km095w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Vivobook 14 OLED A1405VA-KM095W","Giá HSSV","16,450,000 ₫","Giá lên đời từ","14,250,000 ₫","17,250,000 ₫","20,990,000 ₫","i5 - 13500H","16GB","512GB SSD","GPU tích hợp","14 inch","2880x1800","90Hz","1.60kg","14"
"https://hoanghamobile.com/laptop/laptop-lenovo-ideapad-slim-5-16iah8-83bg001xvn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/11/09/83bg001xvn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo Ideapad Slim 5 16IAH8-83BG001XVN","Giá HSSV","15,450,000 ₫","Giá lên đời từ","12,950,000 ₫","15,950,000 ₫","17,490,000 ₫","i5 - 12450H","16GB","512GB SSD","GPU tích hợp","16 inch","1920x1200","60Hz","1.89kg","13"
"https://hoanghamobile.com/laptop/laptop-lenovo-ideapad-slim-3-15iah8-83er000bvn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/16/83eq000bvn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo IdeaPad Slim 3 15IAH8-83ER000BVN","Giá HSSV","11,290,000 ₫","Giá lên đời từ","8,790,000 ₫","11,790,000 ₫","14,490,000 ₫","i5 - 12450H","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.62kg","13"
"https://hoanghamobile.com/laptop/laptop-lenovo-v14-g3-iap-82tsa071vn-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/16/82tsa071vn-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop Lenovo V14 G3 IAP 82TSA071VN","Giá HSSV","7,115,500 ₫","Giá lên đời từ","4,490,000 ₫","7,490,000 ₫","10,990,000 ₫","i3 - 1215U","4GB","256GB SSD","GPU tích hợp","14 inch","1920x1080","60Hz","1.43kg","14"
"https://hoanghamobile.com/laptop/laptop-asus-vivobook-15-x1504za-nj582w-chinh-hang","https://cdn.hoanghamobile.com/Uploads/2023/10/12/x1504za-nj582w-1.png;trim.threshold=80;trim.percentpadding=0.5;width=250;height=150;mode=pad;paddingWidth=5;","Laptop ASUS Vivobook 15 X1504ZA-NJ582W","Giá HSSV","9,015,500 ₫","Giá lên đời từ","6,490,000 ₫","9,490,000 ₫","12,999,000 ₫","i3 - 1215U","8GB","512GB SSD","GPU tích hợp","15.6 inch","1920x1080","60Hz","1.70kg","14"
